date,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Weekday Name
12/10/2014,3.0,0.33,1.5,22.5,7.0,0.0,5.0,2.0,2014,10,Sunday
13/10/2014,1.68,4.0,6.2,31.9,11.0,0.0,1.0,2.0,2014,10,Monday
14/10/2014,3.0,5.41,4.8,31.8,7.0,0.0,11.0,0.0,2014,10,Tuesday
15/10/2014,1.33,6.35,3.5,23.7,14.0,1.0,2.0,4.0,2014,10,Wednesday
16/10/2014,6.775,3.5103125,2.9375,58.921875,9.0625,0.625,5.0,2.1875,2014,10,Thursday
17/10/2014,3.0,2.34,3.4,42.0,22.0,3.0,0.0,2.0,2014,10,Friday
18/10/2014,4.0,6.0,5.5,21.4,24.0,0.0,3.0,2.0,2014,10,Saturday
19/10/2014,3.33,3.0,2.0,13.9,9.0,0.0,6.0,1.0,2014,10,Sunday
20/10/2014,3.34,5.66,7.3,35.4,25.0,2.0,0.0,1.0,2014,10,Monday
21/10/2014,2.34,4.34,6.4,14.3,11.0,0.0,20.0,1.0,2014,10,Tuesday
22/10/2014,3.33,2.0,2.6,20.9,7.0,0.0,2.0,1.0,2014,10,Wednesday
23/10/2014,1.34,4.33,0.0,32.2,7.0,1.0,0.0,0.0,2014,10,Thursday
24/10/2014,3.67,2.67,6.3,49.4,18.0,0.0,5.0,1.0,2014,10,Friday
25/10/2014,2.33,5.14,1.0,31.0,21.0,0.0,2.0,5.0,2014,10,Saturday
26/10/2014,3.34,1.0,1.6,30.4,6.0,0.0,1.0,1.0,2014,10,Sunday
27/10/2014,8.34,4.55,4.0,25.3,17.0,1.0,3.0,0.0,2014,10,Monday
28/10/2014,4.0,3.48,10.0,40.4,23.0,0.0,0.0,2.0,2014,10,Tuesday
29/10/2014,5.0,1.0,6.6,41.0,20.0,2.0,27.0,1.0,2014,10,Wednesday
30/10/2014,0.0,1.0,5.0,20.3,11.0,1.0,2.0,0.0,2014,10,Thursday
31/10/2014,2.0,2.45,4.0,31.0,16.0,0.0,0.0,2.0,2014,10,Friday
01/11/2014,2.33,2.34,3.5,43.8,22.0,0.0,7.0,1.0,2014,11,Saturday
02/11/2014,4.0,0.0,1.0,2.0,3.5,0.0,0.0,1.0,2014,11,Sunday
03/11/2014,7.0,4.33,1.0,27.8,19.0,0.0,5.0,1.0,2014,11,Monday
04/11/2014,6.33,1.0,5.2,26.5,15.0,0.0,0.0,1.0,2014,11,Tuesday
05/11/2014,0.0,1.68,4.0,27.0,19.0,3.0,1.0,0.0,2014,11,Wednesday
06/11/2014,6.0,2.34,5.2,23.4,23.0,1.0,0.0,0.0,2014,11,Thursday
07/11/2014,6.0,10.34,5.5,15.8,32.0,1.0,0.0,1.0,2014,11,Friday
08/11/2014,12.0,7.02,6.0,34.4,24.0,0.0,17.0,2.2,2014,11,Saturday
09/11/2014,3.34,4.34,2.9,23.0,20.0,0.0,2.0,1.0,2014,11,Sunday
10/11/2014,1.0,5.32,3.3,24.3,13.0,0.0,7.0,1.0,2014,11,Monday
11/11/2014,8.0,4.0,2.0,23.0,18.0,0.0,8.0,2.0,2014,11,Tuesday
12/11/2014,3.0,5.0,4.0,25.0,16.0,0.0,3.0,0.0,2014,11,Wednesday
13/11/2014,8.0,2.0,5.0,33.2,10.0,0.0,0.0,2.2,2014,11,Thursday
14/11/2014,5.34,0.0,6.0,29.4,20.0,1.0,2.0,3.0,2014,11,Friday
15/11/2014,4.33,5.34,5.0,23.6,20.0,2.0,2.0,2.0,2014,11,Saturday
16/11/2014,2.0,2.68,6.0,18.6,13.0,1.0,0.0,0.0,2014,11,Sunday
17/11/2014,9.0,5.01,5.5,23.0,23.0,1.0,10.0,0.2,2014,11,Monday
18/11/2014,2.67,2.0,5.0,19.3,10.5,1.0,0.0,1.0,2014,11,Tuesday
19/11/2014,1.34,3.67,10.0,32.0,17.0,0.0,10.0,4.0,2014,11,Wednesday
20/11/2014,4.0,7.0,5.0,18.8,13.0,0.0,8.0,0.0,2014,11,Thursday
21/11/2014,1.34,1.34,3.0,22.4,16.0,0.0,2.0,1.0,2014,11,Friday
22/11/2014,6.0,2.34,3.0,23.7,15.0,1.0,8.0,1.4,2014,11,Saturday
23/11/2014,4.0,3.68,6.0,22.3,11.0,0.0,0.0,1.1,2014,11,Sunday
24/11/2014,4.0,3.0,6.0,30.6,19.0,1.0,1.0,2.1,2014,11,Monday
25/11/2014,5.36,1.68,2.0,19.2,18.0,0.0,2.0,3.0,2014,11,Tuesday
26/11/2014,3.0,5.0,6.0,21.0,13.0,3.0,11.0,2.0,2014,11,Wednesday
27/11/2014,7.0,3.67,2.3,21.2,9.0,1.0,4.0,3.0,2014,11,Thursday
28/11/2014,3.02,1.4,15.0,15.9,12.0,1.0,2.0,1.0,2014,11,Friday
29/11/2014,3.0,2.01,3.3,31.0,16.0,0.0,0.0,5.0,2014,11,Saturday
30/11/2014,5.68,1.33,5.0,22.6,9.0,1.0,0.0,2.0,2014,11,Sunday
01/12/2014,4.34,4.01,0.0,36.4,19.0,0.0,2.0,2.0,2014,12,Monday
02/12/2014,6.99,4.33,3.7,7.8,26.0,0.0,4.0,1.0,2014,12,Tuesday
03/12/2014,4.0,3.33,5.0,16.6,23.0,2.0,13.0,3.2,2014,12,Wednesday
04/12/2014,3.0,4.34,3.6,28.7,16.0,1.0,1.0,0.0,2014,12,Thursday
05/12/2014,2.02,5.68,1.0,28.1,15.0,1.0,1.0,2.2,2014,12,Friday
06/12/2014,3.34,3.68,1.0,12.4,9.0,0.0,7.0,1.0,2014,12,Saturday
07/12/2014,5.0,4.911,4.0,45.7,6.0,0.0,12.0,0.0,2014,12,Sunday
08/12/2014,1.0,3.33,2.0,20.3,9.0,0.0,0.0,0.0,2014,12,Monday
09/12/2014,1.0,2.34,7.0,27.28,12.0,1.0,0.0,2.0,2014,12,Tuesday
10/12/2014,3.34,3.0,2.0,51.2,28.0,3.0,6.0,0.0,2014,12,Wednesday
11/12/2014,2.34,5.33,7.0,16.3,21.0,2.0,0.0,0.0,2014,12,Thursday
12/12/2014,6.34,2.34,5.6,41.4,18.0,0.0,2.0,0.0,2014,12,Friday
13/12/2014,1.0,3.34,2.4,25.1,11.0,1.0,7.0,0.0,2014,12,Saturday
14/12/2014,10.0,2.34,4.4,40.0,10.0,0.0,6.0,1.0,2014,12,Sunday
15/12/2014,5.34,4.02,7.64,42.2,14.0,1.0,9.0,1.0,2014,12,Monday
16/12/2014,6.34,1.34,6.2,23.0,23.0,3.0,4.0,1.0,2014,12,Tuesday
17/12/2014,3.0,3.67,3.5,28.0,17.0,2.0,8.0,0.0,2014,12,Wednesday
18/12/2014,5.0,3.67,3.0,26.6,9.0,0.0,0.0,0.0,2014,12,Thursday
19/12/2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,Friday
20/12/2014,1.0,3.66,2.0,31.3,9.0,0.0,0.0,3.0,2014,12,Saturday
21/12/2014,4.33,4.33,2.0,52.5,6.0,0.0,10.0,1.0,2014,12,Sunday
22/12/2014,3.34,4.68,2.284,19.6,43.0,1.0,13.0,4.0,2014,12,Monday
23/12/2014,10.5,3.0,4.6,40.4,13.0,2.0,15.0,0.0,2014,12,Tuesday
24/12/2014,1.0,3.0,1.0,41.6,16.0,0.0,2.0,2.0,2014,12,Wednesday
25/12/2014,8.34,2.0,9.5,31.0,16.0,0.0,2.0,2.0,2014,12,Thursday
26/12/2014,3.33,4.01,3.0,30.7,25.0,1.0,0.0,0.0,2014,12,Friday
27/12/2014,7.33,5.34,4.4,39.0,26.0,0.0,9.0,3.0,2014,12,Saturday
28/12/2014,2.34,10.76,3.0,80.4,15.0,0.0,13.0,1.0,2014,12,Sunday
29/12/2014,2.33,3.66,4.0,40.0,5.0,1.0,2.0,0.0,2014,12,Monday
30/12/2014,9.0,5.63,3.8,51.0,18.0,0.0,5.0,2.0,2014,12,Tuesday
31/12/2014,5.67,6.33,2.5,41.08,14.0,3.0,10.0,1.0,2014,12,Wednesday
01/01/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,1,Thursday
02/01/2015,6.0,5.33,4.9,50.8,13.0,0.0,6.25,2.0,2015,1,Friday
03/01/2015,9.0,4.67,6.0,57.24,11.0,3.0,0.0,4.0,2015,1,Saturday
04/01/2015,4.68,8.92,3.5,60.1,4.0,0.0,2.0,1.0,2015,1,Sunday
05/01/2015,2.34,3.32,1.0,33.6,14.0,0.0,16.0,3.0,2015,1,Monday
06/01/2015,3.0,9.37,7.3,42.0,13.0,0.0,3.0,0.0,2015,1,Tuesday
07/01/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,1,Wednesday
08/01/2015,2.0,7.077,1.2,46.4,13.0,1.0,1.0,2.0,2015,1,Thursday
09/01/2015,3.0,4.34,9.4,36.2,33.0,2.0,7.0,2.0,2015,1,Friday
10/01/2015,6.0,5.864,7.0,32.6,14.0,3.0,1.0,1.0,2015,1,Saturday
11/01/2015,3.0,7.34,7.0,43.6,11.0,1.0,11.0,2.0,2015,1,Sunday
12/01/2015,2.33,3.34,7.5,36.6,18.0,0.0,6.0,1.0,2015,1,Monday
13/01/2015,10.34,4.66,10.0,34.0,14.0,2.0,4.0,2.0,2015,1,Tuesday
14/01/2015,3.0,3.34,5.0,23.0,20.0,0.0,1.0,0.0,2015,1,Wednesday
15/01/2015,6.67,3.0,1.0,55.25,13.0,0.0,15.0,2.0,2015,1,Thursday
16/01/2015,6.33,5.99,3.8,43.0,16.0,2.0,6.0,2.0,2015,1,Friday
17/01/2015,6.68,5.68,7.0,19.2,18.0,0.0,0.0,0.0,2015,1,Saturday
18/01/2015,4.0,4.34,4.5,20.4,16.0,0.0,0.0,2.0,2015,1,Sunday
19/01/2015,5.34,2.68,1.1,32.0,12.0,0.0,20.0,2.0,2015,1,Monday
20/01/2015,4.34,0.33,6.0,38.0,24.0,1.0,4.0,1.0,2015,1,Tuesday
21/01/2015,4.0,1.0,2.0,37.45,17.0,1.0,0.0,1.0,2015,1,Wednesday
22/01/2015,4.0,1.34,4.0,21.4,19.0,0.0,0.0,1.0,2015,1,Thursday
23/01/2015,3.67,4.728,8.0,30.0,14.0,0.0,7.0,2.0,2015,1,Friday
24/01/2015,4.34,3.33,9.2,49.7,31.0,0.0,22.0,1.0,2015,1,Saturday
25/01/2015,4.0,1.13,1.9,38.0,11.0,1.0,5.0,0.0,2015,1,Sunday
26/01/2015,8.5,4.67,4.0,34.4,15.0,0.0,13.0,0.0,2015,1,Monday
27/01/2015,2.67,6.33,1.0,20.0,14.0,0.0,0.0,0.0,2015,1,Tuesday
28/01/2015,3.0,5.34,3.0,32.0,18.0,3.0,5.0,3.0,2015,1,Wednesday
29/01/2015,4.34,5.71,8.7,24.4,16.0,3.0,11.0,3.0,2015,1,Thursday
30/01/2015,1.0,1.068,1.0,20.5,19.0,1.0,0.0,0.0,2015,1,Friday
31/01/2015,8.34,6.112,5.0,32.4,12.0,0.0,11.0,2.0,2015,1,Saturday
01/02/2015,4.34,7.35,7.0,35.6,7.0,1.0,0.0,1.0,2015,2,Sunday
02/02/2015,6.0,4.0,5.1,20.9,14.0,0.0,3.0,2.0,2015,2,Monday
03/02/2015,3.33,3.0,6.2,24.2,18.0,0.0,6.0,5.0,2015,2,Tuesday
04/02/2015,2.34,2.67,2.4,38.8,6.0,0.0,12.0,0.0,2015,2,Wednesday
05/02/2015,2.0,5.57,3.0,24.85,12.0,0.0,2.0,1.0,2015,2,Thursday
06/02/2015,3.33,3.33,7.3,23.0,7.0,1.0,13.0,1.0,2015,2,Friday
07/02/2015,2.0,5.0,1.9,33.6,9.0,0.0,0.0,2.0,2015,2,Saturday
08/02/2015,1.34,7.759,5.7,29.9,8.0,0.0,0.0,0.0,2015,2,Sunday
09/02/2015,3.33,3.54,9.6,20.7,8.0,1.0,0.0,1.0,2015,2,Monday
10/02/2015,3.66,8.67,7.0,33.0,11.0,0.0,6.0,3.0,2015,2,Tuesday
11/02/2015,3.0,5.14,3.6,48.5,16.0,0.0,20.0,2.0,2015,2,Wednesday
12/02/2015,3.0,4.0,6.0,23.82,11.0,1.0,5.0,0.0,2015,2,Thursday
13/02/2015,6.01,4.23,7.0,29.6,11.0,1.0,22.0,1.0,2015,2,Friday
14/02/2015,4.33,1.736,6.7,29.2,13.0,1.0,5.0,4.0,2015,2,Saturday
15/02/2015,11.68,2.33,4.3,38.0,7.0,0.0,7.0,2.0,2015,2,Sunday
16/02/2015,3.01,3.75,4.0,40.1,4.0,0.0,10.0,0.0,2015,2,Monday
17/02/2015,5.33,8.693,4.0,36.2,3.0,0.0,6.0,1.0,2015,2,Tuesday
18/02/2015,1.0,2.66,1.33,36.212,4.0,0.0,11.0,0.0,2015,2,Wednesday
19/02/2015,2.0,3.332,4.0,36.7,2.0,2.0,6.0,3.0,2015,2,Thursday
20/02/2015,5.33,4.66,0.5,27.0,5.0,0.0,25.0,6.0,2015,2,Friday
21/02/2015,3.0,5.347,4.8,57.0,9.0,0.0,0.0,3.0,2015,2,Saturday
22/02/2015,2.0,4.34,2.0,50.6,7.0,0.0,11.0,1.0,2015,2,Sunday
23/02/2015,5.0,3.16,7.5,55.4,9.0,0.0,20.0,0.0,2015,2,Monday
24/02/2015,3.68,3.34,6.2,22.07,11.0,0.0,11.0,2.0,2015,2,Tuesday
25/02/2015,7.0,6.33,6.1,24.0,8.0,0.0,2.0,2.0,2015,2,Wednesday
26/02/2015,6.0,2.0,2.0,36.7,13.0,0.0,1.0,1.0,2015,2,Thursday
27/02/2015,6.33,4.473,5.0,51.0,1.0,1.0,0.0,0.0,2015,2,Friday
28/02/2015,6.34,3.33,1.6,26.6,9.0,0.0,4.0,3.0,2015,2,Saturday
01/03/2015,9.0,7.893,2.7,25.9,3.0,4.0,0.0,4.0,2015,3,Sunday
02/03/2015,6.67,4.68,3.5,40.7,6.0,1.0,2.0,3.0,2015,3,Monday
03/03/2015,8.0,6.03,4.5,45.6,14.0,0.0,1.0,4.0,2015,3,Tuesday
04/03/2015,9.68,5.67,3.3,46.85,4.0,0.0,11.0,1.0,2015,3,Wednesday
05/03/2015,6.0,2.33,3.0,35.0,2.0,0.0,0.0,0.0,2015,3,Thursday
06/03/2015,2.0,2.67,6.0,19.8,4.0,0.0,1.0,1.0,2015,3,Friday
07/03/2015,3.33,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2015,3,Saturday
08/03/2015,6.0,3.397,2.4,55.4,9.0,0.0,2.0,1.0,2015,3,Sunday
09/03/2015,2.0,3.0,5.0,32.7,10.0,0.0,1.0,1.0,2015,3,Monday
10/03/2015,1.34,3.66,5.0,40.4,6.0,0.0,6.0,3.0,2015,3,Tuesday
11/03/2015,11.0,5.0,3.2,32.0,9.0,0.0,4.0,0.0,2015,3,Wednesday
12/03/2015,2.68,6.387,6.1,19.0,5.0,0.0,2.0,3.0,2015,3,Thursday
13/03/2015,4.0,3.33,6.7,63.4,11.0,2.0,1.0,0.0,2015,3,Friday
14/03/2015,2.66,4.33,4.0,39.1,9.0,0.0,9.0,3.0,2015,3,Saturday
15/03/2015,3.34,4.16,3.0,41.0,3.0,0.0,12.0,3.0,2015,3,Sunday
16/03/2015,8.0,3.01,4.9,46.8,8.0,0.0,0.0,1.0,2015,3,Monday
17/03/2015,5.0,3.0,4.6,28.8,9.0,1.0,2.0,0.0,2015,3,Tuesday
18/03/2015,7.33,2.0,5.3,24.4,5.0,0.0,20.0,2.0,2015,3,Wednesday
19/03/2015,2.0,2.33,1.5,31.0,7.0,0.0,15.0,0.0,2015,3,Thursday
20/03/2015,1.0,7.0,3.0,38.6,13.0,1.0,5.0,1.0,2015,3,Friday
21/03/2015,10.33,3.34,3.0,41.6,4.0,0.0,6.0,2.0,2015,3,Saturday
22/03/2015,8.34,6.67,2.0,43.2,9.0,0.0,10.0,0.0,2015,3,Sunday
23/03/2015,2.0,4.34,7.0,28.0,5.0,0.0,0.0,2.0,2015,3,Monday
24/03/2015,4.0,5.472,5.2,22.4,8.0,2.0,9.0,4.0,2015,3,Tuesday
25/03/2015,3.68,8.66,6.4,17.6,10.0,2.0,13.0,1.0,2015,3,Wednesday
26/03/2015,5.0,1.747,3.0,51.4,10.0,0.0,6.0,5.0,2015,3,Thursday
27/03/2015,3.0,2.67,2.0,27.0,3.0,0.0,22.0,1.0,2015,3,Friday
28/03/2015,1.33,3.056,3.0,50.5,6.0,0.0,0.0,2.0,2015,3,Saturday
29/03/2015,6.0,5.727,2.3,35.5,7.0,0.0,8.0,2.0,2015,3,Sunday
30/03/2015,6.33,4.827,10.0,25.7,4.0,0.0,0.0,0.0,2015,3,Monday
31/03/2015,5.0,2.0,11.2,33.5,5.0,0.0,2.0,4.0,2015,3,Tuesday
01/04/2015,6.34,1.33,1.0,24.8,7.0,2.0,5.0,1.0,2015,4,Wednesday
02/04/2015,5.0,3.99,5.4,35.07,3.0,0.0,3.0,5.0,2015,4,Thursday
03/04/2015,5.33,2.32,4.0,34.2,12.0,0.0,0.0,4.0,2015,4,Friday
04/04/2015,3.67,4.33,6.0,43.0,7.0,1.0,5.0,6.0,2015,4,Saturday
05/04/2015,3.34,5.01,4.5,31.6,4.0,0.0,0.0,1.0,2015,4,Sunday
06/04/2015,7.33,3.33,5.3,32.9,4.0,0.0,3.0,2.0,2015,4,Monday
07/04/2015,6.0,3.66,6.7,25.0,8.0,0.0,8.0,1.0,2015,4,Tuesday
08/04/2015,4.0,2.33,3.0,18.0,11.0,0.0,10.0,4.0,2015,4,Wednesday
09/04/2015,1.33,6.0,8.0,22.2,8.0,0.0,6.0,1.0,2015,4,Thursday
10/04/2015,9.84,6.505,4.0,65.6,5.0,2.0,8.0,5.0,2015,4,Friday
11/04/2015,11.68,3.0,3.4,26.0,9.0,0.0,5.0,6.0,2015,4,Saturday
12/04/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,4,Sunday
13/04/2015,6.67,1.34,7.0,25.2,5.0,0.0,3.0,7.0,2015,4,Monday
14/04/2015,4.66,6.01,7.0,41.8,5.0,0.0,5.0,2.0,2015,4,Tuesday
15/04/2015,2.0,2.33,3.0,29.25,15.0,0.0,0.0,2.0,2015,4,Wednesday
16/04/2015,2.34,1.0,7.2,30.6,7.0,0.0,9.0,4.0,2015,4,Thursday
17/04/2015,9.33,3.66,3.0,29.65,6.0,0.0,1.0,5.0,2015,4,Friday
18/04/2015,7.33,3.0,1.0,31.3,1.0,0.0,1.0,4.0,2015,4,Saturday
19/04/2015,9.32,5.528,3.8,36.5,3.0,0.0,0.0,2.0,2015,4,Sunday
20/04/2015,3.0,5.043,3.7,38.0,13.0,0.0,1.0,3.0,2015,4,Monday
21/04/2015,6.33,1.0,2.0,35.2,9.0,0.0,0.0,6.0,2015,4,Tuesday
22/04/2015,1.33,4.627,3.2,32.0,3.0,0.0,1.0,2.0,2015,4,Wednesday
23/04/2015,4.0,1.0,1.0,28.2,8.0,0.0,1.0,4.0,2015,4,Thursday
24/04/2015,10.0,1.0,4.0,30.0,5.0,0.0,1.0,5.0,2015,4,Friday
25/04/2015,5.0,3.165,8.0,38.1,3.0,0.0,1.0,3.0,2015,4,Saturday
26/04/2015,7.0,6.0,3.0,37.6,5.0,0.0,1.0,1.0,2015,4,Sunday
27/04/2015,3.0,0.78,4.0,43.0,10.0,0.0,0.0,10.0,2015,4,Monday
28/04/2015,4.33,4.67,3.1,15.2,7.0,0.0,5.0,6.0,2015,4,Tuesday
29/04/2015,2.0,0.43,4.2,27.6,2.0,0.0,11.0,3.0,2015,4,Wednesday
30/04/2015,3.0,8.727,2.6,32.6,7.0,0.0,3.0,7.0,2015,4,Thursday
01/05/2015,5.34,1.68,4.94,11.4,4.0,0.0,0.0,4.7,2015,5,Friday
02/05/2015,5.0,3.66,3.0,47.8,6.0,2.0,0.0,5.0,2015,5,Saturday
03/05/2015,6.67,1.066,2.1,19.2,4.0,0.0,1.0,6.0,2015,5,Sunday
04/05/2015,4.0,4.723,8.6,36.0,5.0,1.0,10.0,3.3,2015,5,Monday
05/05/2015,3.34,3.462,2.0,19.0,6.0,0.0,5.0,2.5,2015,5,Tuesday
06/05/2015,4.66,6.497,2.0,40.2,11.0,0.0,0.0,6.0,2015,5,Wednesday
07/05/2015,2.0,3.34,2.0,21.0,4.0,1.0,5.0,10.0,2015,5,Thursday
08/05/2015,1.0,6.34,5.0,16.0,8.0,0.0,4.0,1.0,2015,5,Friday
09/05/2015,3.66,4.34,7.4,21.0,11.0,1.0,1.0,6.0,2015,5,Saturday
10/05/2015,3.34,5.427,3.8,13.0,3.0,0.0,1.0,10.0,2015,5,Sunday
11/05/2015,3.33,6.66,5.9,21.0,3.0,0.0,6.0,4.0,2015,5,Monday
12/05/2015,7.33,1.99,8.2,22.95,13.0,0.0,0.0,8.0,2015,5,Tuesday
13/05/2015,8.0,3.44,9.0,28.4,5.0,0.0,2.0,4.5,2015,5,Wednesday
14/05/2015,3.0,5.067,3.0,14.0,1.0,0.0,0.0,5.0,2015,5,Thursday
15/05/2015,3.34,6.53,4.3,48.4,8.0,0.0,4.0,3.2,2015,5,Friday
16/05/2015,5.0,4.066,4.1,40.4,4.0,0.0,0.0,4.0,2015,5,Saturday
17/05/2015,5.0,3.33,5.0,23.2,0.0,0.0,0.0,8.0,2015,5,Sunday
18/05/2015,7.0,2.713,5.2,21.4,6.0,1.0,2.0,2.2,2015,5,Monday
19/05/2015,3.0,1.66,3.0,20.0,8.0,0.0,0.0,3.0,2015,5,Tuesday
20/05/2015,5.67,6.465,2.0,17.0,12.0,1.0,5.0,6.0,2015,5,Wednesday
21/05/2015,6.0,1.957,3.0,10.0,5.0,0.0,1.0,3.3,2015,5,Thursday
22/05/2015,3.0,0.198,2.0,15.0,8.0,0.0,0.0,7.0,2015,5,Friday
23/05/2015,5.68,2.69,5.0,23.45,10.0,0.0,2.0,7.0,2015,5,Saturday
24/05/2015,5.33,7.769,3.0,20.0,5.0,0.0,0.0,1.3,2015,5,Sunday
25/05/2015,9.66,3.33,4.0,30.0,11.0,3.0,0.0,3.0,2015,5,Monday
26/05/2015,7.34,3.34,4.5,27.0,11.0,0.0,22.0,10.0,2015,5,Tuesday
27/05/2015,4.0,2.66,2.0,24.2,7.0,0.0,0.0,1.0,2015,5,Wednesday
28/05/2015,6.0,2.33,6.7,17.1,3.0,0.0,20.0,3.0,2015,5,Thursday
29/05/2015,6.33,5.01,3.0,41.8,6.0,0.0,5.0,3.0,2015,5,Friday
30/05/2015,14.0,2.68,6.0,24.5,4.0,0.0,4.0,8.0,2015,5,Saturday
31/05/2015,3.0,4.697,6.3,31.5,2.0,0.0,0.0,10.5,2015,5,Sunday
01/06/2015,4.66,5.0,2.5,23.55,12.0,0.0,2.0,3.0,2015,6,Monday
02/06/2015,8.33,8.0,7.9,24.0,10.0,4.0,3.0,6.0,2015,6,Tuesday
03/06/2015,5.0,1.66,5.3,30.0,9.0,0.0,6.0,2.0,2015,6,Wednesday
04/06/2015,2.33,4.0,3.0,20.0,5.0,0.0,2.0,2.0,2015,6,Thursday
05/06/2015,5.0,0.67,5.0,13.0,6.0,0.0,1.0,7.0,2015,6,Friday
06/06/2015,3.68,3.68,2.0,16.0,6.0,0.0,17.0,2.0,2015,6,Saturday
07/06/2015,6.34,5.01,2.0,17.0,6.0,1.0,22.0,6.0,2015,6,Sunday
08/06/2015,6.0,5.66,2.5,31.0,10.0,1.0,3.0,7.0,2015,6,Monday
09/06/2015,3.0,4.0,4.0,26.6,14.0,0.0,0.0,4.6,2015,6,Tuesday
10/06/2015,4.34,3.01,8.0,18.676,6.0,0.0,7.0,2.0,2015,6,Wednesday
11/06/2015,6.0,2.33,5.1,38.3,11.0,0.0,1.0,3.0,2015,6,Thursday
12/06/2015,1.67,1.66,2.0,17.5,2.0,2.0,0.0,5.0,2015,6,Friday
13/06/2015,2.33,4.66,7.3,21.4,6.0,0.0,12.0,4.0,2015,6,Saturday
14/06/2015,5.0,3.67,1.6,14.0,6.0,0.0,3.0,2.0,2015,6,Sunday
15/06/2015,4.0,3.36,5.0,37.0,9.0,0.0,6.0,9.0,2015,6,Monday
16/06/2015,7.0,3.34,4.0,20.0,6.0,0.0,8.0,5.0,2015,6,Tuesday
17/06/2015,3.66,3.32,8.66,24.0,10.0,1.0,20.0,2.0,2015,6,Wednesday
18/06/2015,3.0,5.33,7.0,24.6,4.0,0.0,23.0,3.6,2015,6,Thursday
19/06/2015,5.33,4.01,3.1,24.0,13.0,2.0,10.0,6.3,2015,6,Friday
20/06/2015,9.34,3.0,3.0,26.8,5.0,0.0,10.0,7.0,2015,6,Saturday
21/06/2015,9.34,0.68,5.0,18.0,5.0,0.0,6.0,2.0,2015,6,Sunday
22/06/2015,5.17,6.99,9.6,29.062,0.0,0.0,1.0,5.0,2015,6,Monday
23/06/2015,4.67,5.67,3.5,19.0,7.0,0.0,5.0,5.0,2015,6,Tuesday
24/06/2015,3.83,4.0,7.0,23.8,5.0,1.0,4.0,3.0,2015,6,Wednesday
25/06/2015,6.33,4.34,6.0,24.125,4.0,0.0,0.0,3.0,2015,6,Thursday
26/06/2015,7.17,0.33,2.0,29.0,3.0,0.0,1.0,4.0,2015,6,Friday
27/06/2015,7.33,3.33,6.0,36.0,10.0,0.0,1.0,2.0,2015,6,Saturday
28/06/2015,5.34,4.65,7.4,12.0,0.0,0.0,6.0,6.0,2015,6,Sunday
29/06/2015,5.68,3.66,4.0,22.0,15.0,0.0,11.0,3.0,2015,6,Monday
30/06/2015,1.0,4.67,6.0,35.0,12.0,0.0,2.0,4.3,2015,6,Tuesday
01/07/2015,8.83,5.68,5.4,18.25,14.0,1.0,12.0,10.0,2015,7,Wednesday
02/07/2015,3.0,2.0,1.0,23.15,3.0,0.0,1.0,2.0,2015,7,Thursday
03/07/2015,5.5,4.33,3.5,24.5,10.0,0.0,8.0,4.0,2015,7,Friday
04/07/2015,7.35,2.34,4.2,15.2,2.0,0.0,0.0,3.0,2015,7,Saturday
05/07/2015,5.0,4.34,4.2,14.0,10.0,0.0,1.0,4.0,2015,7,Sunday
06/07/2015,5.5,4.68,2.0,20.0,8.0,0.0,3.0,3.0,2015,7,Monday
07/07/2015,4.84,4.68,2.3,19.6,5.0,0.0,3.0,7.0,2015,7,Tuesday
08/07/2015,2.0,1.35,3.0,18.6,6.0,0.0,5.0,3.0,2015,7,Wednesday
09/07/2015,2.34,1.67,2.0,32.75,4.0,0.0,0.0,5.0,2015,7,Thursday
10/07/2015,5.5,6.34,5.0,37.0,15.0,0.0,8.0,6.0,2015,7,Friday
11/07/2015,4.0,2.33,4.9,45.0,9.0,0.0,2.0,10.0,2015,7,Saturday
12/07/2015,6.33,5.33,5.0,25.3,5.0,0.0,0.0,6.5,2015,7,Sunday
13/07/2015,3.68,0.66,8.0,22.55,5.0,0.0,0.0,3.0,2015,7,Monday
14/07/2015,0.34,4.33,5.0,14.0,1.0,0.0,2.0,2.0,2015,7,Tuesday
15/07/2015,8.49,1.66,4.0,20.2,5.0,0.0,1.0,9.0,2015,7,Wednesday
16/07/2015,8.34,3.33,1.0,18.0,3.0,0.0,2.0,4.0,2015,7,Thursday
17/07/2015,2.5,1.33,1.0,28.0,3.0,0.0,0.0,2.3,2015,7,Friday
18/07/2015,3.68,7.38,2.0,25.0,8.0,3.0,1.0,3.0,2015,7,Saturday
19/07/2015,11.68,1.68,2.0,15.0,1.0,0.0,1.0,3.0,2015,7,Sunday
20/07/2015,5.84,4.67,5.0,41.0,4.0,0.0,0.0,2.0,2015,7,Monday
21/07/2015,4.68,1.0,3.2,14.25,7.0,0.0,1.0,4.0,2015,7,Tuesday
22/07/2015,9.33,0.34,5.0,22.0,10.0,0.0,5.0,3.0,2015,7,Wednesday
